#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,New
Pararhodospirillum photometricum DSM 122,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 122,SAMEA2272054,PRJEA81611,GCA_000284415.2,Complete,3.87629,64.7,chromosome DSM 122:NC_017059.1/HE663493.1,,1,3232,2012-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/415/GCA_000284415.2_ASM28441v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/415/GCF_000284415.1_ASM28441v2,x
Phaeobacter inhibens DSM 17395,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 17395,SAMN02603623,PRJNA19355,GCA_000154765.2,Complete,4.22713,59.7869,chromosome:NC_018290.1/CP002976.1; plasmid pPGA1_262:NC_018291.1/CP002977.1; plasmid pPGA1_65:NC_018288.1/CP002979.1; plasmid pPGA1_78:NC_018287.1/CP002978.1,,4,3856,2012-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/765/GCA_000154765.2_ASM15476v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/765/GCF_000154765.2_ASM15476v2,x
Thalassospira xiamenensis M-5 = DSM 17429,Bacteria;Proteobacteria;Alphaproteobacteria,M-5,SAMN02471162,PRJNA161549,GCA_000300235.2,Complete,4.76895,54.7023,chromosome:NZ_CP004388.1/CP004388.1; plasmid unnamed:NZ_CP004389.1/CP004389.1,,2,4267,2015-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/235/GCA_000300235.2_ASM30023v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/235/GCF_000300235.2_ASM30023v2,x
Agrobacterium fabrum str. C58,Bacteria;Proteobacteria;Alphaproteobacteria,C58,SAMN02603108,PRJNA283,GCA_000092025.1,Complete,5.67426,59.0606,chromosome circular:NC_003062.2/AE007869.2; chromosome linear:NC_003063.2/AE007870.2; plasmid At:NC_003064.2/AE007872.2; plasmid Ti:NC_003065.3/AE007871.2,,4,5160,2001-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/025/GCA_000092025.1_ASM9202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/025/GCF_000092025.1_ASM9202v1,x
Rickettsia sp. MEAM1 (Bemisia tabaci),Bacteria;Proteobacteria;Alphaproteobacteria,MEAM1,SAMN05292331,PRJNA312470,GCA_002285905.1,Complete,1.37862,32.5,chromosome:NZ_CP016305.1/CP016305.1,,1,1278,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/905/GCA_002285905.1_ASM228590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/905/GCF_002285905.1_ASM228590v1,x
Mesorhizobium sp. NIBRBAC000500504,Bacteria;Proteobacteria;Alphaproteobacteria,NIBRBAC000500504,SAMN12645991,PRJNA562620,GCA_008727715.1,Complete,6.02479,63.2074,chromosome:NZ_CP044218.1/CP044218.1; plasmid unnamed:NZ_CP044217.1/CP044217.1,,2,5633,2019-09-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/727/715/GCA_008727715.1_ASM872771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/715/GCF_008727715.1_ASM872771v1,x
Rhodobacter blasticus,Bacteria;Proteobacteria;Alphaproteobacteria,28_5,SAMN06641975,PRJNA380395,GCA_003071405.1,Complete,3.70609,66.4219,chromosome:NZ_CP020470.1/CP020470.1; plasmid pRsa:NZ_CP020471.1/CP020471.1,,2,3522,2018-04-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/071/405/GCA_003071405.1_ASM307140v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/405/GCF_003071405.1_ASM307140v1,x
Rhodovulum sulfidophilum DSM 1374,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 1374,SAMN04903811,PRJNA319729,GCA_001633165.1,Complete,4.34793,66.9181,chromosome:NZ_CP015418.1/CP015418.1; plasmid unnamed1:NZ_CP015419.1/CP015419.1; plasmid unnamed2:NZ_CP015420.1/CP015420.1,,3,3944,2016-04-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/165/GCA_001633165.1_ASM163316v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1,x
Methylocystis rosea,Bacteria;Proteobacteria;Alphaproteobacteria,GW6,SAMN10457790,PRJNA506289,GCA_003855495.1,Complete,4.20968,62.4612,chromosome:NZ_CP034086.1/CP034086.1; plasmid pGW6_1:NZ_CP034087.1/CP034087.1; plasmid pGW6_2:NZ_CP034088.1/CP034088.1,,3,3909,2018-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/495/GCA_003855495.1_ASM385549v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/495/GCF_003855495.1_ASM385549v1,x
Rhizobium gallicum,Bacteria;Proteobacteria;Alphaproteobacteria,IE4872,SAMN04010568,PRJNA293856,GCA_001908615.1,Complete,7.4742,59.631,chromosome:NZ_CP017101.1/CP017101.1; plasmid pRgalIE4872a:NZ_CP017103.1/CP017103.1; plasmid pRgalIE4872a:NZ_CP017102.1/CP017102.1; plasmid pRgalIE4872c:NZ_CP017104.1/CP017104.1; plasmid pRgalIE4872d:NZ_CP017105.1/CP017105.1,,5,6725,2016-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/615/GCA_001908615.1_ASM190861v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/615/GCF_001908615.1_ASM190861v1,x
Martelella mediterranea DSM 17316,Bacteria;Proteobacteria;Alphaproteobacteria,MACL11,SAMN02441730,PRJNA362295,GCA_002043005.1,Complete,5.69307,62.3845,chromosome:NZ_CP020330.1/CP020330.1; plasmid pMM170:NZ_CP020333.1/CP020333.1; plasmid pMM259:NZ_CP020332.1/CP020332.1; plasmid pMM593:NZ_CP020331.1/CP020331.1,,4,5115,2017-03-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/005/GCA_002043005.1_ASM204300v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/043/005/GCF_002043005.1_ASM204300v1,x
Sphingobium fuliginis ATCC 27551,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 27551,SAMN12012140,PRJNA548252,GCA_006363875.1,Complete,5.41462,64.3715,chromosome cSF1:NZ_CP041016.1/CP041016.1; chromosome cSF2:NZ_CP041017.1/CP041017.1; plasmid pSF1:NZ_CP041018.1/CP041018.1; plasmid pSF2:NZ_CP041019.1/CP041019.1; plasmid pSF3:NZ_CP041020.1/CP041020.1; plasmid pSF4:NZ_CP041021.1/CP041021.1,,6,4678,2019-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/363/875/GCA_006363875.1_ASM636387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/363/875/GCF_006363875.1_ASM636387v1,x
Sphingopyxis macrogoltabida,Bacteria;Proteobacteria;Alphaproteobacteria,203,SAMN03031197,PRJNA260764,GCA_001314325.1,Complete,5.74862,64.8131,chromosome:NZ_CP009429.1/CP009429.1; plasmid unnamed:NZ_CP009431.1/CP009430.1; plasmid unnamed:NZ_CP009430.1/CP009431.1,,3,5434,2015-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/325/GCA_001314325.1_ASM131432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/325/GCF_001314325.1_ASM131432v1,x
Novosphingobium tardaugens NBRC 16725,Bacteria;Proteobacteria;Alphaproteobacteria,NBRC 16725,SAMD00041832,PRJNA505257,GCA_003860345.1,Complete,4.3581,61.2,chromosome:NZ_CP034179.1/CP034179.1,,1,3934,2018-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/345/GCA_003860345.1_ASM386034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/345/GCF_003860345.1_ASM386034v1,x
Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,ABOJV,SAMN06040428,PRJNA445389,GCA_001922385.1,Complete,4.81924,65.9451,chromosome:NZ_CP018820.1/CP018820.1; plasmid tig00000001:NZ_CP018821.1/CP018821.1,,2,4575,2016-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/385/GCA_001922385.1_ASM192238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/385/GCF_001922385.1_ASM192238v1,x
Sphingobium herbicidovorans,Bacteria;Proteobacteria;Alphaproteobacteria,MH,SAMN06647797,PRJNA380772,GCA_002080435.1,Complete,4.2408,62.4912,chromosome:NZ_CP020538.1/CP020538.1; plasmid pMOB:NZ_CP020542.1/CP020542.1; plasmid pMSHV:NZ_CP020539.1/CP020539.1; plasmid pSHV1:NZ_CP020540.1/CP020540.1; plasmid pSHV2:NZ_CP020541.1/CP020541.1,,5,3900,2017-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/080/435/GCA_002080435.1_ASM208043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/435/GCF_002080435.1_ASM208043v1,x
Sphingopyxis granuli,Bacteria;Proteobacteria;Alphaproteobacteria,TFA,SAMN03653364,PRJNA283604,GCA_001559015.1,Complete,4.67985,66.2,chromosome:NZ_CP012199.1/CP012199.1,,1,4228,2016-02-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/015/GCA_001559015.1_ASM155901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/015/GCF_001559015.1_ASM155901v1,x
Neokomagataea tanensis,Bacteria;Proteobacteria;Alphaproteobacteria,AH13,SAMN10095080,PRJNA492196,GCA_006542335.1,Complete,2.577,51.9574,chromosome:NZ_CP032485.1/CP032485.1; plasmid unnamed1:NZ_CP032486.1/CP032486.1,,2,2165,2019-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/335/GCA_006542335.1_ASM654233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/335/GCF_006542335.1_ASM654233v1,x
Sphingobium cloacae,Bacteria;Proteobacteria;Alphaproteobacteria,JCM 10874,SAMD00053320,PRJDB4885,GCA_002355855.1,Complete,4.54757,64.4911,chromosome SCLO_1:NZ_AP017655.1/AP017655.1; plasmid pSCLO_2:NZ_AP017656.1/AP017656.1; plasmid pSCLO_3:NZ_AP017657.1/AP017657.1; plasmid pSCLO_4:NZ_AP017658.1/AP017658.1; plasmid pSCLO_5:NZ_AP017659.1/AP017659.1; plasmid pSCLO_6:NZ_AP017660.1/AP017660.1; plasmid pSCLO_7:NZ_AP017661.1/AP017661.1,,7,4289,2016-10-04T23:06:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/855/GCA_002355855.1_ASM235585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/855/GCF_002355855.1_ASM235585v1,x
Sphingobium amiense,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 16289,SAMD00116355,PRJDB6948,GCA_003967075.1,Complete,4.77392,64.6175,chromosome:NZ_AP018664.1/AP018664.1; plasmid pSAMIE_2:NZ_AP018665.1/AP018665.1; plasmid pSAMIE_3:NZ_AP018666.1/AP018666.1; plasmid pSAMIE_4:NZ_AP018667.1/AP018667.1; plasmid pSAMIE_5:NZ_AP018668.1/AP018668.1; plasmid pSAMIE_6:NZ_AP018669.1/AP018669.1; plasmid pSAMIE_7:NZ_AP018670.1/AP018670.1,,7,4483,2018-10-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/075/GCA_003967075.1_ASM396707v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/075/GCF_003967075.1_ASM396707v1,x
Octadecabacter arcticus 238,Bacteria;Proteobacteria;Alphaproteobacteria,238,SAMN02603620,PRJNA19331,GCA_000155735.2,Complete,5.47825,55.1917,chromosome:NC_020908.1/CP003742.1; plasmid pOA238_118:NC_020909.1/CP003743.1; plasmid pOA238_160:NC_020910.1/CP003744.1,,3,4801,2013-04-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/735/GCA_000155735.2_ASM15573v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/735/GCF_000155735.2_ASM15573v2,x
Rickettsia monacensis,Bacteria;Proteobacteria;Alphaproteobacteria,IrR_Munich,SAMEA4532341,PRJEB4369,GCA_000499665.2,Complete,1.35345,32.4,chromosome I:NZ_LN794217.1/LN794217.1,,1,1217,2015-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/665/GCA_000499665.2_RMONA_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/665/GCF_000499665.2_RMONA_1,x
Liberibacter crescens BT-1,Bacteria;Proteobacteria;Alphaproteobacteria,BT-1,SAMN02604174,PRJNA171392,GCA_000325745.1,Complete,1.50466,35.4,chromosome:NC_019907.1/CP003789.1,,1,1235,2012-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/745/GCA_000325745.1_ASM32574v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/745/GCF_000325745.1_ASM32574v1,x
Epibacterium mobile F1926,Bacteria;Proteobacteria;Alphaproteobacteria,F1926,SAMN02471033,PRJNA196123,GCA_000376545.2,Complete,4.83003,58.7372,chromosome:NZ_CP015230.1/CP015230.1; plasmid unnamed1:NZ_CP015231.1/CP015231.1; plasmid unnamed2:NZ_CP015232.1/CP015232.1; plasmid unnamed3:NZ_CP015233.1/CP015233.1; plasmid unnamed4:NZ_CP015234.1/CP015234.1,,5,4445,2016-07-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/545/GCA_000376545.2_ASM37654v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/545/GCF_000376545.2_ASM37654v2,x
Maritalea myrionectae,Bacteria;Proteobacteria;Alphaproteobacteria,HL2708#5,SAMN06853988,PRJNA384915,GCA_003433515.1,Complete,3.70335,52.4327,chromosome:NZ_CP021330.1/CP021330.1; plasmid pHL2708X3:NZ_CP021331.1/CP021331.1; plasmid pHL2708Y3:NZ_CP021332.1/CP021332.1,,3,3625,2018-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/433/515/GCA_003433515.1_ASM343351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/515/GCF_003433515.1_ASM343351v1,x
Pannonibacter phragmitetus,Bacteria;Proteobacteria;Alphaproteobacteria,31801,SAMN04158710,PRJNA298840,GCA_001484065.1,Complete,5.6697,63.3371,chromosome:NZ_CP013068.1/CP013068.1; plasmid p.p-1:NZ_CP013069.1/CP013069.1,,2,5033,2016-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/065/GCA_001484065.1_ASM148406v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/065/GCF_001484065.1_ASM148406v1,x
Neorickettsia helminthoeca str. Oregon,Bacteria;Proteobacteria;Alphaproteobacteria,Oregon,SAMN02367297,PRJNA187358,GCA_000632985.1,Complete,0.884232,41.7,chromosome:NZ_CP007481.1/CP007481.1,,1,785,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/985/GCA_000632985.1_ASM63298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/985/GCF_000632985.1_ASM63298v1,x
Paracoccus pantotrophus,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 2944,SAMN10780923,PRJNA516022,GCA_008824185.1,Complete,4.40938,67.5727,chromosome 1:NZ_CP044426.1/CP044426.1; chromosome 2:NZ_CP044423.1/CP044423.1; plasmid pPAN1:NZ_CP044424.1/CP044424.1; plasmid pPAN2:NZ_CP044425.1/CP044425.1,,4,4112,2019-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/824/185/GCA_008824185.1_ASM882418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/824/185/GCF_008824185.1_ASM882418v1,x
Roseovarius mucosus,Bacteria;Proteobacteria;Alphaproteobacteria,SMR3,SAMN06564448,PRJNA380207,GCA_002080415.1,Complete,4.38143,60.8491,chromosome:NZ_CP020474.1/CP020474.1; plasmid pSMR3-1:NZ_CP020475.1/CP020475.1; plasmid pSMR3-2:NZ_CP020476.1/CP020476.1,,3,4133,2017-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/080/415/GCA_002080415.1_ASM208041v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/415/GCF_002080415.1_ASM208041v1,x
Brevundimonas naejangsanensis,Bacteria;Proteobacteria;Alphaproteobacteria,B1,SAMN02693465,PRJNA242372,GCA_000635915.2,Complete,2.97153,67.5,chromosome:NZ_CP015614.1/CP015614.1,,1,2786,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/915/GCA_000635915.2_ASM63591v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/915/GCF_000635915.2_ASM63591v2,x
Gluconobacter thailandicus,Bacteria;Proteobacteria;Alphaproteobacteria,HD924,SAMN12605457,PRJNA561024,GCA_008118345.1,Complete,3.64931,56.3118,chromosome:NZ_CP043043.1/CP043043.1; plasmid unnamed1:NZ_CP043044.1/CP043044.1; plasmid unnamed2:NZ_CP043045.1/CP043045.1,,3,3185,2019-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/118/345/GCA_008118345.1_ASM811834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/118/345/GCF_008118345.1_ASM811834v1,x
Bradyrhizobium oligotrophicum S58,Bacteria;Proteobacteria;Alphaproteobacteria,S58,SAMD00061052,PRJDB684,GCA_000344805.1,Complete,8.26417,65.1,chromosome:NC_020453.1/AP012603.1,,1,7030,2013-02-28T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1,x
Agrobacterium larrymoorei,Bacteria;Proteobacteria;Alphaproteobacteria,CFBP5473,SAMN11489445,PRJNA534385,GCA_005145045.1,Complete,5.25913,57.2093,chromosome circular:NZ_CP039691.1/CP039691.1; chromosome linear:NZ_CP039692.1/CP039692.1; plasmid pAlCFBP5473:NZ_CP039693.1/CP039693.1; plasmid pTiCFBP5473:NZ_CP039694.1/CP039694.1,,4,4788,2019-05-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/145/045/GCA_005145045.1_ASM514504v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/145/045/GCF_005145045.1_ASM514504v1,x
Roseomonas gilardii,Bacteria;Proteobacteria;Alphaproteobacteria,U14-5,SAMN04958682,PRJNA320863,GCA_001941945.1,Complete,5.41246,70.119,chromosome 1:NZ_CP015583.1/CP015583.1; chromosome 2:NZ_CP015584.1/CP015584.1; plasmid 1:NZ_CP015585.1/CP015583.1; plasmid 2:NZ_CP015586.1/CP015584.1; plasmid 3:NZ_CP015587.1/CP015587.1,,5,4791,2017-01-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/945/GCA_001941945.1_ASM194194v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/945/GCF_001941945.1_ASM194194v1,x
Sphingobium baderi,Bacteria;Proteobacteria;Alphaproteobacteria,DE-13,SAMN04219548,PRJNA300354,GCA_001456115.1,Complete,4.58342,62.4082,chromosome:NZ_CP013264.1/CP013264.1; plasmid pDE1:NZ_CP013265.1/CP013265.1; plasmid pDE2:NZ_CP013266.1/CP013266.1; plasmid pDE3:NZ_CP013267.1/CP013267.1; plasmid pDE4:NZ_CP013268.1/CP013268.1; plasmid pDE5:NZ_CP013269.1/CP013269.1; plasmid pDE6:NZ_CP013270.1/CP013270.1; plasmid pDE7:NZ_CP013271.1/CP013271.1; plasmid pDE8:NZ_CP013272.1/CP013272.1,,9,4349,2015-12-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/115/GCA_001456115.1_ASM145611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/115/GCF_001456115.1_ASM145611v1,x
Bradyrhizobium diazoefficiens USDA 110,Bacteria;Proteobacteria;Alphaproteobacteria,USDA 110,SAMN03573437,PRJNA282645,GCA_001642675.1,Complete,9.10606,64.1,chromosome:NZ_CP011360.1/CP011360.1,,1,8128,2016-05-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/675/GCA_001642675.1_ASM164267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1,x
Rhizobium pusense,Bacteria;Proteobacteria;Alphaproteobacteria,CFBP5875,SAMN11489452,PRJNA534392,GCA_005221365.1,Complete,4.95791,59.2477,chromosome circular:NZ_CP039894.1/CP039894.1; chromosome linear:NZ_CP039895.1/CP039895.1; plasmid pAtCFBP5875:NZ_CP039896.1/CP039896.1,,3,4531,2019-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/221/365/GCA_005221365.1_ASM522136v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/365/GCF_005221365.1_ASM522136v1,x
Hyphomicrobium nitrativorans NL23,Bacteria;Proteobacteria;Alphaproteobacteria,NL23,SAMN02641510,PRJNA229194,GCA_000503895.1,Complete,3.65384,63.9,chromosome:NC_022997.1/CP006912.1,,1,3287,2013-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/895/GCA_000503895.1_ASM50389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/895/GCF_000503895.1_ASM50389v1,x
Ehrlichia muris AS145,Bacteria;Proteobacteria;Alphaproteobacteria,AS145,SAMN02641637,PRJNA228704,GCA_000508225.1,Complete,1.19672,29.7,chromosome:NC_023063.1/CP006917.1,,1,868,2013-12-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/225/GCA_000508225.1_ASM50822v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/225/GCF_000508225.1_ASM50822v1,x
Sphingomonas sanxanigenens DSM 19645 = NX02,Bacteria;Proteobacteria;Alphaproteobacteria,NX02,SAMN02641489,PRJNA213647,GCA_000512205.2,Complete,6.5803,66.6748,chromosome:NZ_CP006644.1/CP006644.1; plasmid pNXO2:NZ_CP011450.1/CP011450.1,,2,6019,2013-12-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/205/GCA_000512205.2_ASM51220v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/205/GCF_000512205.2_ASM51220v2,x
Komagataeibacter medellinensis NBRC 3288,Bacteria;Proteobacteria;Alphaproteobacteria,NBRC 3288,SAMD00060987,PRJDA64985,GCA_000182745.1,Complete,3.51319,60.569,chromosome:NC_016027.1/AP012159.1; plasmid pGXY010:NC_016037.1/AP012160.1; plasmid pGXY020:NC_016021.1/AP012161.1; plasmid pGXY030:NC_016028.1/AP012162.1; plasmid pGXY040:NC_016022.1/AP012163.1; plasmid pGXY050:NC_016029.1/AP012164.1; plasmid pGXY060:NC_016900.1/AP012165.1; plasmid pGXY070:NC_016030.1/AP012166.1,,8,3108,2011-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/745/GCA_000182745.1_ASM18274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/745/GCF_000182745.2_ASM18274v1,x
Magnetococcus marinus MC-1,Bacteria;Proteobacteria;Alphaproteobacteria,MC-1,SAMN02598452,PRJNA262,GCA_000014865.1,Complete,4.71958,54.2,chromosome:NC_008576.1/CP000471.1,,1,3691,2006-11-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/865/GCA_000014865.1_ASM1486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/865/GCF_000014865.1_ASM1486v1,x
Ensifer sojae CCBAU 05684,Bacteria;Proteobacteria;Alphaproteobacteria,CCBAU 05684,SAMN07445560,PRJNA353922,GCA_002288525.1,Complete,6.09403,62.0061,chromosome:NZ_CP023067.1/CP023067.1; plasmid pSJ05684a:NZ_CP023069.1/CP023069.1; plasmid pSJ05684b:NZ_CP023068.1/CP023068.1,,3,5379,2017-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/525/GCA_002288525.1_ASM228852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/525/GCF_002288525.1_ASM228852v1,x
Ensifer adhaerens,Bacteria;Proteobacteria;Alphaproteobacteria,Casida A,SAMN02781308,PRJNA247817,GCA_000697965.2,Complete,7.2675,62.298,chromosome:NZ_CP015880.1/CP015880.1; plasmid pCasidaAA:NZ_CP015881.1/CP015881.1; plasmid pCasidaAB:NZ_CP015882.1/CP015882.1,,3,6646,2016-06-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/965/GCA_000697965.2_ASM69796v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/965/GCF_000697965.2_ASM69796v2,x
Roseibacterium elongatum DSM 19469,Bacteria;Proteobacteria;Alphaproteobacteria,DFL-43,SAMN03081458,PRJNA189501,GCA_000590925.1,Complete,3.55511,65.7,chromosome:NZ_CP004372.1/CP004372.1,,1,3154,2014-03-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/925/GCA_000590925.1_ASM59092v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/925/GCF_000590925.1_ASM59092v1,x
