#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Pseudomonas lurida,Bacteria;Proteobacteria;Gammaproteobacteria,L228,SAMN04992598,PRJNA320923,GCA_001708485.1,Complete,6.25333,60.6966,chromosome:NZ_CP015639.1/CP015639.1; plasmid unnamed:NZ_CP015640.1/CP015640.1,,2,5602,2016-08-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/485/GCA_001708485.1_ASM170848v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/485/GCF_001708485.1_ASM170848v1,x
Klebsiella quasivariicola,Bacteria;Proteobacteria;Gammaproteobacteria,KPN1705,SAMN06438648,PRJNA376414,GCA_002269255.1,Complete,5.94671,56.6244,chromosome:NZ_CP022823.1/CP022823.1; plasmid pKPN1705-1:NZ_CP022824.1/CP022824.1; plasmid pKPN1705-2:NZ_CP022825.1/CP022825.1; plasmid pKPN1705-3:NZ_CP022826.1/CP022826.1,,4,5656,2017-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/255/GCA_002269255.1_ASM226925v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/255/GCF_002269255.1_ASM226925v1,x
Colwellia beringensis,Bacteria;Proteobacteria;Gammaproteobacteria,NB097-1,SAMN06606376,PRJNA378583,GCA_002076895.1,Complete,4.66127,38.5,chromosome:NZ_CP020465.1/CP020465.1,,1,3804,2017-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/895/GCA_002076895.1_ASM207689v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/895/GCF_002076895.1_ASM207689v1,x
Pectobacterium polaris,Bacteria;Proteobacteria;Gammaproteobacteria,NIBIO1006,SAMN05853691,PRJNA344960,GCA_002307355.1,Complete,4.82682,52,chromosome:NZ_CP017481.1/CP017481.1,,1,4098,2016-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/307/355/GCA_002307355.1_ASM230735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/307/355/GCF_002307355.1_ASM230735v1,x
Pseudomonas silesiensis,Bacteria;Proteobacteria;Gammaproteobacteria,A3,SAMN04566726,PRJNA315635,GCA_001661075.1,Complete,6.82354,59.6,chromosome:NZ_CP014870.1/CP014870.1,,1,5932,2016-06-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/075/GCA_001661075.1_ASM166107v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/075/GCF_001661075.1_ASM166107v1,x
Legionella endosymbiont of Polyplax serrata,Bacteria;Proteobacteria;Gammaproteobacteria,PsAG,SAMN07171993,PRJNA388159,GCA_002776555.1,Complete,0.529746,23,chromosome:NZ_CP021497.1/CP021497.1,,1,470,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/555/GCA_002776555.1_ASM277655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/555/GCF_002776555.1_ASM277655v1,x
Reinekea forsetii,Bacteria;Proteobacteria;Gammaproteobacteria,Hel1_31_D35,SAMN03652921,PRJNA283582,GCA_002795845.1,Complete,3.66006,53,chromosome:NZ_CP011797.1/CP011797.1,,1,3215,2017-11-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/845/GCA_002795845.1_ASM279584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/845/GCF_002795845.1_ASM279584v1,x
Cedecea lapagei,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11466,SAMEA3282964,PRJEB6403,GCA_900635955.1,Complete,4.77844,54.8,chromosome 1:NZ_LR134201.1/LR134201.1,,1,4265,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/955/GCA_900635955.1_36672_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/955/GCF_900635955.1_36672_A01,x
Dickeya fangzhongdai,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 101947,SAMN08038254,PRJNA418606,GCA_002812485.1,Complete,5.03245,56.7897,chromosome:NZ_CP025003.1/CP025003.1; plasmid pJS5:NZ_CP025004.1/CP025004.1,,2,4270,2017-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/485/GCA_002812485.1_ASM281248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/485/GCF_002812485.1_ASM281248v1,x
Spiribacter roseus,Bacteria;Proteobacteria;Gammaproteobacteria,SSL50,SAMN05271119,PRJNA326176,GCA_002813635.1,Complete,1.93041,66.1,chromosome:NZ_CP016382.1/CP016382.1,,1,1854,2017-12-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/635/GCA_002813635.1_ASM281363v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/635/GCF_002813635.1_ASM281363v1,x
Kangiella profundi,Bacteria;Proteobacteria;Gammaproteobacteria,FT102,SAMN08132699,PRJNA419724,GCA_002838765.1,Complete,2.65301,43.8,chromosome:NZ_CP025120.1/CP025120.1,,1,2405,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/765/GCA_002838765.1_ASM283876v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/765/GCF_002838765.1_ASM283876v1,x
Salinivibrio kushneri,Bacteria;Proteobacteria;Gammaproteobacteria,AL184,SAMN11525967,PRJNA540222,GCA_005280275.1,Complete,3.44329,50.6775,chromosome 1:NZ_CP040021.1/CP040021.1; chromosome 2:NZ_CP040022.1/CP040022.1,,2,2998,2019-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/275/GCA_005280275.1_ASM528027v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/275/GCF_005280275.1_ASM528027v1,x
Proteus columbae,Bacteria;Proteobacteria;Gammaproteobacteria,T60,SAMN12714205,PRJNA564457,GCA_009914335.1,Complete,4.11448,38.4,chromosome:NZ_CP043925.1/CP043925.1,,1,3654,2020-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/335/GCA_009914335.1_ASM991433v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/914/335/GCF_009914335.1_ASM991433v1,x
Coxiella-like endosymbiont of Amblyomma americanum,Bacteria;Proteobacteria;Gammaproteobacteria,CLE-AaGA,SAMN06848168,PRJNA374336,GCA_002850495.1,Complete,0.656933,34.6,chromosome:NZ_CP021379.1/CP021379.1,,1,565,2018-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/495/GCA_002850495.1_ASM285049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/495/GCF_002850495.1_ASM285049v1,x
Ketobacter alkanivorans,Bacteria;Proteobacteria;Gammaproteobacteria,GI5,SAMN06011404,PRJNA353912,GCA_002863865.1,Complete,4.9145,51.2,chromosome:NZ_CP022684.1/CP022684.1,,1,4116,2018-01-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/865/GCA_002863865.1_ASM286386v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/865/GCF_002863865.1_ASM286386v1,x
Vibrio qinghaiensis,Bacteria;Proteobacteria;Gammaproteobacteria,Q67,SAMN07178513,PRJNA388537,GCA_002257545.1,Complete,4.01771,44.5011,chromosome 1:NZ_CP022741.1/CP022741.1; chromosome 2:NZ_CP022742.1/CP022742.1,,2,3373,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/257/545/GCA_002257545.1_ASM225754v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/545/GCF_002257545.1_ASM225754v1,x
Mixta theicola,Bacteria;Proteobacteria;Gammaproteobacteria,SRCM103227,SAMN08707617,PRJNA438180,GCA_009914075.1,Complete,4.64741,56.0432,chromosome:NZ_CP028273.1/CP028273.1; plasmid unnamed1:NZ_CP028274.1/CP028274.1,,2,4111,2020-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/075/GCA_009914075.1_ASM991407v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/914/075/GCF_009914075.1_ASM991407v1,x
Pseudoalteromonas carrageenovora,Bacteria;Proteobacteria;Gammaproteobacteria,KCTC 22325,SAMN05271512,PRJNA326207,GCA_004328865.1,Complete,4.5978,39.4513,chromosome I:NZ_CP027523.1/CP027523.1; chromosome II:NZ_CP027524.1/CP027524.1; plasmid pKCTC22325:NZ_CP027525.1/CP027525.1,,3,3915,2019-03-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/328/865/GCA_004328865.1_ASM432886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/865/GCF_004328865.1_ASM432886v1,x
Xanthomonas cucurbitae,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 23378,SAMN10290145,PRJNA498325,GCA_009883735.1,Complete,4.61549,65.2997,chromosome:NZ_CP033326.1/CP033326.1; plasmid unnamed:NZ_CP033327.1/CP033327.1,,2,3702,2020-01-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/883/735/GCA_009883735.1_ASM988373v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/883/735/GCF_009883735.1_ASM988373v1,x
Vibrio aphrogenes,Bacteria;Proteobacteria;Gammaproteobacteria,CA-1004,SAMD00057777,PRJDB5783,GCA_002157735.2,Complete,3.37514,42.1435,chromosome 1:NZ_AP018689.1/AP018689.1; chromosome 2:NZ_AP018690.1/AP018690.1,,2,2879,2018-06-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/735/GCA_002157735.2_ASM215773v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/735/GCF_002157735.2_ASM215773v2,x
Beggiatoa leptomitoformis,Bacteria;Proteobacteria;Gammaproteobacteria,D-401,SAMN06173487,PRJNA358423,GCA_002849755.2,Complete,4.26635,40.5,chromosome:NZ_CP018889.2/CP018889.2,,1,3511,2018-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/755/GCA_002849755.2_ASM284975v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/755/GCF_002849755.2_ASM284975v2,x
Klebsiella grimontii,Bacteria;Proteobacteria;Gammaproteobacteria,SS141,SAMN10462700,PRJNA506562,GCA_004104525.2,Complete,6.16999,55.7633,chromosome:NZ_CP044527.1/CP044527.1; plasmid plamid_1:NZ_CP044528.1/CP044528.1; plasmid plamid_2:NZ_CP044529.1/CP044529.1; plasmid plamid_3.1:NZ_CP044530.1/CP044530.1; plasmid plamid_3.2:NZ_CP044531.1/CP044531.1,,5,5720,2019-10-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/104/525/GCA_004104525.2_ASM410452v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/104/525/GCF_004104525.2_ASM410452v2,x
Vibrio chagasii,Bacteria;Proteobacteria;Gammaproteobacteria,ECSMB14107,SAMN10712958,PRJNA513451,GCA_004022545.1,Complete,5.54936,44.4284,chromosome 1:NZ_CP034970.1/CP034970.1; chromosome 2:NZ_CP034971.1/CP034971.1,,2,4456,2019-01-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/022/545/GCA_004022545.1_ASM402254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/545/GCF_004022545.1_ASM402254v1,x
Phytobacter ursingii,Bacteria;Proteobacteria;Gammaproteobacteria,CAV1151,SAMN03733692,PRJNA246471,GCA_001022135.1,Complete,6.16645,52.4326,chromosome:NZ_CP011602.1/CP011602.1; plasmid pCAV1151-215:NZ_CP011600.1/CP011600.1; plasmid pCAV1151-296:NZ_CP011601.1/CP011601.1; plasmid pCAV1151-83:NZ_CP011599.1/CP011599.1; plasmid pKPC_CAV1151:NZ_CP011598.1/CP011598.1,,5,5731,2015-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/135/GCA_001022135.1_ASM102213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/135/GCF_001022135.1_ASM102213v1,x
Salinicola tamaricis,Bacteria;Proteobacteria;Gammaproteobacteria,F01,SAMN07653055,PRJNA407392,GCA_003006155.1,Complete,4.27624,65.7,chromosome:NZ_CP023559.1/CP023559.1,,1,2841,2018-03-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/155/GCA_003006155.1_ASM300615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/155/GCF_003006155.1_ASM300615v1,x
Ahniella affigens,Bacteria;Proteobacteria;Gammaproteobacteria,D13,SAMN08714471,PRJNA438726,GCA_003015185.1,Complete,6.12094,60.4585,chromosome:NZ_CP027860.1/CP027860.1; plasmid unnamed:NZ_CP027861.1/CP027861.1,,2,4553,2018-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/185/GCA_003015185.1_ASM301518v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/015/185/GCF_003015185.1_ASM301518v1,x
Lelliottia jeotgali,Bacteria;Proteobacteria;Gammaproteobacteria,PFL01,SAMN05891786,PRJNA347521,GCA_002271215.1,Complete,4.60333,54.2,chromosome:NZ_CP018628.1/CP018628.1,,1,4210,2017-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/215/GCA_002271215.1_ASM227121v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/215/GCF_002271215.1_ASM227121v1,x
Aeromonas rivipollensis,Bacteria;Proteobacteria;Gammaproteobacteria,KN-Mc-11N1,SAMN08721782,PRJNA438570,GCA_003015165.1,Complete,4.5089,61.9,chromosome:NZ_CP027856.1/CP027856.1,,1,3905,2018-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/165/GCA_003015165.1_ASM301516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/015/165/GCF_003015165.1_ASM301516v1,x
Pseudomonas furukawaii,Bacteria;Proteobacteria;Gammaproteobacteria,KF707,SAMD00023458,PRJDB3360,GCA_002355475.1,Complete,6.24295,65.4521,chromosome:NZ_AP014862.1/AP014862.1; plasmid pKF707:NZ_AP014863.1/AP014863.1,,2,5632,2016-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/475/GCA_002355475.1_ASM235547v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/475/GCF_002355475.1_ASM235547v1,x
Oceanisphaera avium,Bacteria;Proteobacteria;Gammaproteobacteria,AMac2203,SAMN07139035,PRJNA387127,GCA_002157875.1,Complete,2.9029,47.1,chromosome:NZ_CP021376.1/CP021376.1,,1,2487,2017-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/875/GCA_002157875.1_ASM215787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/875/GCF_002157875.1_ASM215787v1,x
Limnobaculum parvum,Bacteria;Proteobacteria;Gammaproteobacteria,HYN0051,SAMN08969739,PRJNA451400,GCA_003096015.2,Complete,3.84177,46,chromosome:NZ_CP029185.2/CP029185.2,,1,3079,2018-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/015/GCA_003096015.2_ASM309601v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/015/GCF_003096015.2_ASM309601v2,x
Proteus cibarius,Bacteria;Proteobacteria;Gammaproteobacteria,ZF2,SAMN12990251,PRJNA576320,GCA_009740265.1,Complete,4.30618,38.3715,chromosome:NZ_CP045008.1/CP045008.1; plasmid pZF2-7kb:NZ_CP045010.1/CP045010.1; plasmid pZF2-cfr:NZ_CP045009.1/CP045009.1; plasmid pZF2-qnrD:NZ_CP045011.1/CP045011.1,,4,3870,2019-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/265/GCA_009740265.1_ASM974026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/265/GCF_009740265.1_ASM974026v1,x
Photorhabdus laumondii subsp. laumondii,Bacteria;Proteobacteria;Gammaproteobacteria,TT01,SAMN08023026,PRJNA418234,GCA_003343245.1,Complete,5.68768,42.8,chromosome:NZ_CP024901.1/CP024901.1,,1,4584,2018-07-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/245/GCA_003343245.1_ASM334324v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/343/245/GCF_003343245.1_ASM334324v1,x
Photorhabdus thracensis,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 15199,SAMN03433286,PRJNA278805,GCA_001010285.1,Complete,5.1471,44.1,chromosome:NZ_CP011104.1/CP011104.1,,1,4055,2015-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/010/285/GCA_001010285.1_ASM101028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/010/285/GCF_001010285.1_ASM101028v1,x
Lysobacter maris,Bacteria;Proteobacteria;Gammaproteobacteria,HZ9B,SAMN08794310,PRJNA445622,GCA_003233695.1,Complete,4.01805,69,chromosome:NZ_CP029843.1/CP029843.1,,1,3385,2018-06-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/233/695/GCA_003233695.1_ASM323369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/233/695/GCF_003233695.1_ASM323369v1,x
Leminorella richardii,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12151,SAMEA2548145,PRJEB6403,GCA_900478135.1,Complete,3.97627,51.9,chromosome 1:NZ_LS483470.1/LS483470.1,,1,3382,2018-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/135/GCA_900478135.1_28193_H01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/135/GCF_900478135.1_28193_H01,x
Moritella yayanosii,Bacteria;Proteobacteria;Gammaproteobacteria,DB21MT 5,SAMEA104555970,PRJEB24680,GCA_900465055.1,Complete,4.43365,41.2,chromosome MORIYA:NZ_LS483250.1/LS483250.1,,1,3718,2018-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/465/055/GCF_900465055.1_MORIYA_PRJEB24680v2,x
Marinomonas primoryensis,Bacteria;Proteobacteria;Gammaproteobacteria,AceL,SAMN05171875,PRJNA322652,GCA_003285205.1, Chromosome,4.58567,43.6,chromosome:NZ_CP016181.1/CP016181.1,,1,3996,2018-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/205/GCA_003285205.1_ASM328520v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/205/GCF_003285205.1_ASM328520v1,x
Serratia quinivorans,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC13188,SAMEA104200687,PRJEB6403,GCA_900638135.1,Complete,5.37674,55.1,chromosome 1:NZ_LR134494.1/LR134494.1,,1,4862,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/135/GCA_900638135.1_56433_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/135/GCF_900638135.1_56433_G01,x
Saccharospirillum mangrovi,Bacteria;Proteobacteria;Gammaproteobacteria,HK-33,SAMN09742601,PRJNA483515,GCA_003367315.1,Complete,3.68691,57.4,chromosome:NZ_CP031415.1/CP031415.1,,1,3379,2018-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/315/GCA_003367315.1_ASM336731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/315/GCF_003367315.1_ASM336731v1,x
Aquicella lusitana,Bacteria;Proteobacteria;Gammaproteobacteria,SGT-39,SAMEA5080414,PRJEB29684,GCA_902459475.1,Complete,2.62489,44.0748,chromosome 1:NZ_LR699114.1/LR699114.1; chromosome 2:NZ_LR699115.1/LR699115.1; plasmid 3:NZ_LR699116.1/LR699116.1; plasmid 4:NZ_LR699117.1/LR699117.1; plasmid 5:NZ_LR699118.1/LR699118.1,,5,2358,2019-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/459/475/GCA_902459475.1_pb_189-1_HGAP3_CTR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/475/GCF_902459475.1_pb_189-1_HGAP3_CTR,x
Pseudomonas kribbensis,Bacteria;Proteobacteria;Gammaproteobacteria,Feb-46,SAMN09244908,PRJNA472819,GCA_003352185.1,Complete,6.32428,60.5,chromosome:NZ_CP029608.1/CP029608.1,,1,5637,2018-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/185/GCA_003352185.1_ASM335218v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/185/GCF_003352185.1_ASM335218v1,x
Actinobacillus lignieresii,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC10568,SAMEA2822168,PRJEB6403,GCA_900635785.1,Complete,2.37705,41.1,chromosome 1:NZ_LR134169.1/LR134169.1,,1,2074,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/785/GCA_900635785.1_33922_B01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/785/GCF_900635785.1_33922_B01,x
Lysobacter soli,Bacteria;Proteobacteria;Gammaproteobacteria,XL170,SAMN13499260,PRJNA594004,GCA_009755585.1,Complete,4.1098,67.6,chromosome:NZ_CP046603.1/CP046603.1,,1,3635,2019-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/755/585/GCA_009755585.1_ASM975558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/755/585/GCF_009755585.1_ASM975558v1,x
Acinetobacter wuhouensis,Bacteria;Proteobacteria;Gammaproteobacteria,WCHA60,SAMN05356836,PRJNA387062,GCA_001696605.3,Complete,3.96045,38.2563,chromosome:NZ_CP031716.1/CP031716.1; plasmid p1_010060:NZ_CP031709.1/CP031709.1; plasmid p2_010060:NZ_CP031710.1/CP031710.1; plasmid p3_010060:NZ_CP031711.1/CP031711.1; plasmid p4_010060:NZ_CP031712.1/CP031712.1; plasmid p5_010060:NZ_CP031713.1/CP031713.1; plasmid p6_010060:NZ_CP031714.1/CP031714.1; plasmid p7_010060:NZ_CP031715.1/CP031715.1,,8,3597,2018-08-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/605/GCA_001696605.3_ASM169660v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/696/605/GCF_001696605.3_ASM169660v3,x
Pseudoalteromonas donghaensis,Bacteria;Proteobacteria;Gammaproteobacteria,HJ51,SAMN09939547,PRJNA487231,GCA_003515105.1,Complete,4.73392,41.6388,chromosome:NZ_CP032090.1/CP032090.1; plasmid unnamed1:NZ_CP032091.1/CP032091.1; plasmid unnamed2:NZ_CP032092.1/CP032092.1,,3,4026,2018-09-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/105/GCA_003515105.1_ASM351510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/105/GCF_003515105.1_ASM351510v1,x
Vibrio alfacsensis,Bacteria;Proteobacteria;Gammaproteobacteria,CAIM 1831,SAMN09917449,PRJNA488040,GCA_003544875.1,Complete,4.91023,44.1654,chromosome I:NZ_CP032093.1/CP032093.1; chromosome II:NZ_CP032094.1/CP032094.1; plasmid pVa1:NZ_CP032095.1/CP032095.1,,3,3830,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/875/GCA_003544875.1_ASM354487v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/875/GCF_003544875.1_ASM354487v1,x
Methylocaldum marinum,Bacteria;Proteobacteria;Gammaproteobacteria,S8,SAMD00066775,PRJDB5306,GCA_003584645.1,Complete,6.08892,58.7,chromosome:NZ_AP017928.1/AP017928.1,,1,5229,2017-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/645/GCA_003584645.1_ASM358464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/645/GCF_003584645.1_ASM358464v1,x
Otariodibacter oris,Bacteria;Proteobacteria;Gammaproteobacteria,Baika1,SAMN04539465,PRJNA283783,GCA_009684715.1,Complete,2.01912,36.4,chromosome:NZ_CP016604.1/CP016604.1,,1,1824,2019-11-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/684/715/GCA_009684715.1_ASM968471v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/684/715/GCF_009684715.1_ASM968471v1,x
Arsenophonus endosymbiont of Aleurodicus dispersus,Bacteria;Proteobacteria;Gammaproteobacteria,ARAD,SAMEA4584479,PRJEB26014,GCA_900343015.1,Complete,0.663125,32.2,chromosome I:NZ_LR025108.1/LR025108.1,,1,392,2018-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/343/015/GCA_900343015.1_ARADv1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/343/015/GCF_900343015.1_ARADv1,x
Parashewanella spongiae,Bacteria;Proteobacteria;Gammaproteobacteria,HJ039,SAMN11111039,PRJNA526823,GCA_004358345.1,Complete,5.46875,39.6,chromosome:NZ_CP037952.1/CP037952.1,,1,4148,2019-03-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/358/345/GCA_004358345.1_ASM435834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/345/GCF_004358345.1_ASM435834v1,x
Shewanella livingstonensis,Bacteria;Proteobacteria;Gammaproteobacteria,LMG 19866,SAMN10397595,PRJNA504722,GCA_003855395.1,Complete,4.83988,41.1,chromosome:NZ_CP034015.1/CP034015.1,,1,3994,2018-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/395/GCA_003855395.1_ASM385539v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/395/GCF_003855395.1_ASM385539v1,x
